Nombre,Fecha,Texto
Director,"25/01/2021, 11:19","Habéis sido convocados al consejo de guerra.

Esto sería un gran honor para cualquier militante de la Hueste Justa, pero la moral está en horas bajas:

Los soldados de la Hueste creían que habían sido reunidos para derribar un templo advenedizo, defendido por cultistas y bandidos. Ahora, a un día de marcha del templo, los exploradores han regresado con informes que describen una vasta horda de hmanoides salvajes y monstruos malvados, reforzados por demonios, elementales y magia oscura. El miedo se ha extendido por toda la Hueste Justa como una enfermedad, y vosotros podéis ver ese miedo escrito en prácticamente cada rostro de los soldados.

Grit Huesos de Piedra, representante de los enanos de las Montañas Lortmils y vuestro valedor en la batalla, os ha pedido ayuda en el inminente consejo. No es natural en él estar nervioso o titubear y eso os preocupa de sobremanera.

Sois conducidos a una tienda que, aunque muy bien protegida, parece de lo más corriente. Sin embargo, el interior es completamente distinto, muchísimo más amplio de lo que cabría esperar y con las comodidades de una gran sala palaciega.

- ""Un refugio seguro de Leomund"" - murmura Rurik entre dientes.

Una mesa redonda domina el centro de la sala, rodeada de asientos para los consejeros y cada uno de vosotros. La mesa está cubierta por mapas que representan las Llanuras de Emridy, mostrando la disposición de las fuerzas enemigas además de la disposición del terreno. Todos los miembros del consejo mantienen un gesto serio y prácticamente no intercambian palabras. Varios guardias con el rostro impasible permanecen contra las paredes, con sus manos empuñando sus armas y listos para cualquier cosa. El ambiente es verdaderamente tenso."
Thrommel IV,"25/01/2021, 11:54","El Príncipe Thrommel accede a la estancia junto con los restantes miembros del consejo de guerra.

Por favor, tomen asiento - os solicita con tono serio.

Bienvenidos al consejo. Por favor, siéntense - repite mientras todos los miembros del consejo toman asiento a su alrededor dejando vuestras cinco sillas contiguas junto a Grit.

Supongo que ya conocen de sobra a Huesos de Piedra, nuestro representante de las Montañas Lortmils.

Les presento al resto de los integrantes del consejo: Su noble señoría, el Vizconde Wilfrick de Verbobonc; Serten, devoto de San Cuthbert y represntante de la Cuidadela de los Ocho y por último Jeet Jimblecap, representante de los gnomos de las Colinas Kron.

Una vez tenéis una imagen clara del consejo, Thrommel va directo al grano:

Anoche capturamos a un espía enemigo llamado Dennek. Lo tenemos encarcelado en un carro cercano, bajo una fuerte guardia. Teme por su vida y sabiamente nos ha proporcionado una buena información sobre los planes de nuestros enemigos.

Sus fuerzas nos superan en tres a uno. Sin embargo, sigo confiando en nuestras posibilidades de victoria, ya que todos los informes indican que esas fuerzas son indisciplinadas, no están capacitadas y son propensas a las disputas internas.

Planeamos usar esas debilidades contra los cultistas eliminando al líder de los gnolls, una criatura repugnante llamada Gnaragg, el Rey Sabueso. Capturarlo o matarlo seguramente enfrentará a sus lugartenientes entre sí hasta que uno establezca el dominio, lo que llevará más de unos pocos días, tiempo que podremos usar para derrotar al enemigo.

?Podrían ustedes ayudarnos con esta tarea?

Hay un leve murmuro entre los miembros del consejo. Murmuro que va acrecentándose cuando Wilfrick y Jeet comienzan a discutir abiertamente hasta que Thrommel procura que se detengan de forma muy tajante."
Gulgram Stonefist,"25/01/2021, 16:50","La algarabía que se produjo cuando el Príncipe Thrommel finalizó sus palabras preocupó a Gulgram... Cuando hay discusiones de por medio, los intereses propios están peligro y por supuesto no hay consenso. ?Fue ésta una de las razones por las que me alejé del Mundo? Política. Pensó. Llegando a sentir un leve mareo con esa última palabra. Miró al príncipe y habló...

- Príncipe Thrommel, el Cosmos me ha traído a vuestras tierras desde otras muy muy lejanas por alguna razón, quizá en ése Templo encuentre las respuestas que ando buscando desde hace tiempo. Así que por supuesto que os ayudaré y pondré mi arte a vuestra entera disposición. Los número son sólo números y nosotros contamos con disciplina y fortaleza,  pero... - Dejó de hablar y miró a los tres integrantes del consejo que le eran desconocidos hasta ese momento. Uno por uno, sin apartar su mirada si alguno de ellos le devolvía la mirada. Cuando los miró a todos, continuó hablando - ... pero me gustaría conocer las opiniones del resto de miembros del consejo. Parece que no están muy conforme con vuestras estrategias, Alteza. El miedo y la moral son cambiantes y es algo que podemos solucionar. ?Qué es lo que realmente os preocupa? - Esto último lo preguntó mirando en dirección al consejo."
Soren Ojoagudo,"25/01/2021, 18:59","Soren se sentía un poco incómodo ante todos esos mandatarios. Prefirió mantenerse en un segundo plano, sin llamar demasiado la atención. Era ya un rasgo adquirido que, de hecho, le había venido bien en su vida al margen de la ley.

Dejó hablar a sus compañeros, de momento, para limitarse a escuchar y observar. Y también para, usando el meñique, sacarse un mendrugo de una muela que le había quedado de su última comida."
Groac'h de fromma,"25/01/2021, 23:54","Desde el punto de vista de su Sinagoga, cualquier pequeña ayuda que pudiera suponer una ventaja estratégica en esta guerra santa constituía una oportunidad por la que valía la pena apostar, de modo que no dudo en mostrar su aprobación con un notorio gesto de asentimiento. Cuando el príncipe terminó sus palabras con aquella petición directa, Groac'h consultó con la mirada a sus compañeros. La toma de decisiones era más bien un acto colectivo, no dirigido por ningún individuo en concreto de la unidad, sino más bien el resultado de una feliz confluencia de todas sus voluntades. Gulgram podía llamarlo la voluntad del cosmos, Rurik la Razón de su presencia en las colinas y él mismo podía apelar a la Sinagoga y sus dioses, pero con el nombre que fuese, la decisión era la misma.

—Puede contar con nosotros para esta empresa —Groac'h utilizaba un plural mayestático no para referirse al grupo sino a sí mismo, puesto que siempre hablaba en nombre del colectivo religioso al que pretendía representar de la forma más fiel posible—. Sin embargo, tratándose de un líder mayor de suma infamia, necesitaríamos disponer de más detalles sobre la vil criatura para lograr nuestro propósito.

 "
Rurik Rumnaheim,"26/01/2021, 21:13","-Por supuesto, milord--afirma Rurik con rotundidad después de hacer una respetuosa reverencia al príncipe Thrommel--Para eso hemos venido, ?no? Si Grit Huesos de Piedra considera que debemos encargarnos de la importante misión que habéis comentado, ya estamos tardando en conocer los pormenores de la misma. 

El confiado abjurador enano se atusa la barba un instante antes de sentenciar por lo bajo a sus camaradas:

-Tres a uno. !Ja! Eso es una batalla fácil para los estándares de mi pueblo. Pensaba que la cosa estaba bastante peor, la verdad. !Y encima son gnolls! ?Qué más se puede pedir?"
Orsik Barbarroble,"27/01/2021, 13:01","Orgulloso de que Grit le haya incluido en ese consejo, Orsik no dudó ni un segundo ante la propuesta del Príncipe Thrommel.

Me levanto de mi silla y mirando al Príncipe le digo —Alteza, mi hacha está a su disposición, cuente con ello. Y creo que ninguno de los de ésta mesa-- lanzo una mirada a los demás compañeros--dudará en quedarse atrás en estos momentos tan complicados y oscuros.— Vuelvo a sentarse a continuación.

Tras escuchar a Rurik le comento—A esos malditos gnolls  les voy a aplicar un afeitado tan apurado que no tendrán que preocuparse por lucir un bonito cuello...!!Porque no tendrán!!...jajajajajaja.— rio escandalosamente."
Thrommel IV,"27/01/2021, 13:48","Bien - dijo Thrommel intentando censurar la algarabía propia de los enanos -.

Señor Stonefist, es usted libre de solicitar la opinión de cualquier miembro del consejo. Pero le aseguro que ya hemos acordado mutuamente contar con ustedes para esta misión - contesta seriamente a Gulgram -.

Como saben, el ambiente entre nuestras tropas está muy crispado. Las noticias no son buenas y, si ya es complicado mantener unido un ejército tan heterogéneo, esto complica las cosas aún más.

Por supuesto, sus señorías no son ajenos a todo esto - dice ahora mirando alternativamente a Jeet y Wilfrick -. Pero todos nos respetamos y hemos reafirmado nuestro acuerdo con mi estrategia.

Aquí tienen un mapa con la ubicación exacta de la guarida de Gnaragg - dice extendiendo un mapa a Groac'h y tratando de resolver alguna de sus dudas -.

Quedan ustedes en manos de mi consejo. Si me disculpan, hay asuntos que requieren mi atención.

El Príncipe abandona el refugio y os deja en la compañía del resto del consejo."
Soren Ojoagudo,"27/01/2021, 16:05","Aunque seguía manteniéndose en silencio, por supuesto que Soren iba a participar en aquella misión junto a sus hermanos de armas.

El ladrón estiró la cabeza para tratar de ver mejor el mapa que el príncipe había entregado a Groac'h. Ese Gnaragg no sabía lo que se le venía encima. No hay nada más temible que un grupo de enanos bien organizados y motivados."
Gulgram Stonefist,"28/01/2021, 12:16","- No quería importunaros Alteza - se disculpó agachando levemente su rostro para mostrar respeto y arrepentimiento antes de que el Príncipe los dejase junto al consejo. Mientras miraba el mapa habló para el consejo - Si vamos a entrar a cortar la cabeza de la serpiente, me gustaría saber qué es lo que os preocupa. ?No nos creéis capaces? ?No creéis que sea una buena idea ir a por ese miserable Gnoll? - Guardó silenció y después, tajante, pronunció dos palabras - Sed sinceros."
Rurik Rumnaheim,"28/01/2021, 18:11",-!Jum!--bufó Rurik después de aproximarse para observar aquel detallado mapa con mayor detenimiento--No será difícil llevar a cabo lo que nos piden. Descuiden. Pueden estar tranquilos que ya nos encargamos nosotros de esta minucia.
Groac'h de fromma,"28/01/2021, 19:28","Groac'h recogió el mapa y lo contempló en detalle, atento, sin embargo, a la cuestión que Gulgram había espetado al consejo. La desaparición del príncipe no le había causado buena impresión. Si se marcha de una reunión en la que se trata de una operación decisiva para el futuro de la contienda, es que no pretende estar cerca de ella. Espero equivocarme, pero este humano no parece de los que se manchan la armadura de barro. Una simple mirada a sus compañeros cuando el líder abandonó la sala bastó para transmitir sus pensamientos más alto que cualquier grito. A la espera de la respuesta de los miembros del consejo que, por otro lado, pensó, tampoco podía ser muy original (miedo envuelto en eufemismos como ""preocupación"" o ""deber""), se decidió a regresar al mapa, esta vez dedicando todos sus sentidos a su interpretación."
Orsik Barbarroble,"31/01/2021, 16:40","Orsik se levantó de su silla al tiempo que lo hacía el Príncipe Thrommel antes de abandonar el lugar donde estábamos reunidos, mientras que inclina la cabeza en señal de saludo.

--Miro a mis compañeros y veo que a Groac'h no le ha hecho mucha gracia la forma en la que el Príncipe Thrommel ha tratado el asunto. A mí tampoco. Pero bueno, tenemos armas y un mapa que indica el lugar del enemigo, ahora sólo falta una buena estrategia y esta misión será mucho más sencilla.--

Orsik se dedicó a mirar el mapa mientras espera que los demás terminen de hablar."
Grit Huesos de Piedra,"01/02/2021, 10:24","Vuestro patrón, Grit Huesos de Piedra, se aproxima a vosotros y os da algunas palmadas en la espalda. Especialmente a Gulgram y a un escéptico Groac'h.

No seas tan pretencioso, Gulgram - comenta con cierta sorna -. Esta serpiente tiene muchas cabezas y ésta es sólo una de las más accesibles.

Algo más serio, el enano se dirige a todos vosotros.

Por supuesto que confiamos en vosotros y creemos que sois idóneos para la misión. Todos estamos de acuerdo en ello y respaldamos la decisión de su alteza.

Una vez estudiáis el mapa con detenimiento, llegáis a la conclusión de que vuestro destino está a unas dos horas de camino. Muy cerca del campamento. Grit entonces os recomienda hablar con Jeet:

Lady Jeet tiene algo para vosotros. No partáis sin hablar con ella.

La gnoma os mira desde cierta distancia y no puede evitar una risotada cuando oye su nombre. Un cuervo se posa en su hombro y suelta un sonoro granznido como acompañando la mofa de su dueña."
Orsik Barbarroble,"01/02/2021, 19:05","Orsik agradeció las palabras de confianza de Grit. Cuando menciona a Lady Jeet, Orsik dirige su mirada hacia ella.

--Muestra una sonrisa muy confiada, seguro que sabe que hablamos de ella.-- pienso por un instante. --?Pero cuantos años tiene esta Lady?, ?habrá estado alguna vez en combate?, no creo. !Anda! pero si tiene un cuervo como mascota, seguro que es su medio de transporte..-- por un instante la imagen cómica del cuervo llevando a la gnoma agarrada por los pelos blancos invade mi mente y suelto una risotada sin querer..

—!Ha!—

Inmediatamente después vuelvo a la realidad y recupero la compostura con gesto serio.

—!Ejem!...veamos que es lo que nos tiene que ofrecer Lady Jeet...— digo a mis compañeros."
Soren Ojoagudo,"01/02/2021, 20:35","El asunto estaba decidido y el objetivo bastante claro. Ahora quedaba lo más difícil, que consistía en llevar a la práctica la teoría. Seguro que habría mucho que improvisar sobre el terreno, pero eso también formaba parte del trabajo.

Cuando Grit mencionó a Lady Jeet, el ladrón desvió su mirada hacia ella. La gnoma rió y Soren no supo cómo interpretar esa carcajada. ?Se reía del destino que les esperaba? Confiaba que no fuera así. En cualquier caso, el enano esperó a lo que la pequeña arcanista tuviese que entregarles."
Rurik Rumnaheim,"01/02/2021, 20:47","Cruzado de brazos, Rurik asiente confiado a las instrucciones de Grit:

-De acuerdo. Gracias. Sí, hablaremos con ella.

Luego el orgulloso abjurador enano se aproxima a la vieja gnoma junto a sus compañeros:

-!Salud, milady! De un compadre de oficio a otro, ?algún consejo antes de que nos pongamos manos a la obra y cercenemos la cabeza del Rey Sabueso?"
Groac'h de fromma,"02/02/2021, 17:24","Groac'h asintió a las palabras de Grit. En efecto, habría otras cuestiones involucradas en este ataque. Con eso dejó pasar sus inquietudes y se centró en la gnoma. Un vanidoso humano y una gnoma risueña... el enano pensó que la cosa no mejoraba. A saber qué cachibache inservible les daría, o que instrucción rocambolesca e irrealizable. No llegaba a entender cómo Grit llegaba a poner orden ante semejante fauna tan bizarra. ""?Sería el cuervo el que la dirigía?"" pensó

Por suerte la misión se veía clara, así que suspiró lo más silenciosa y escépticamente que pudo, y se dispuso a esperar lo que la gnoma tuviera que decirles con el tradicional estoicismo de su raza."
Gulgram Stonefist,"03/02/2021, 20:47","Cuando el patrón le tocó la espalda, se puso serio. No dijo nada y si la preocupación por las palabras del patrón lo inquietaron, intentó no demostrarlo. Se escapó a sus propios pensamientos y luchas internas

Maldita sea - pensó - estoy muy lejos de mi tierra, de mis maestros y me estoy volviendo demasiado impulsivo. Intentó respirar profundamente para serenar sus sentimientos, pero esta vez no lo consiguió. Acabemos con esto... Te maldeciría Fuerza Cósmica, pero... ?Serviría de algo? Siempre estoy donde quieres que esté. 

- Mmpppfff - Bufó a modo de asentimiento mientras centraba su atención en Lady Jeet."
Jeet Jimbleclap,"05/02/2021, 9:37","?Milady? Jijiji... - Jeet no puede evitar soltar una risotada ante tal apelativo, siempre acompañada por socarrones graznidos del cuervo posado en su hombro -. !Venga Smoke! No seas malo - le reprime la gnoma.

Creo que no soy la más indicada para dar consejos a gente tan capaz como vosotros. Seguro que Huesos de Piedra os ha instruido bien y llevaréis la misión a buen término - afirma algo más seria.

Pero bueno. Quizá estas pociones os sean de ayuda para... el subterfugio... - dice tímidamente mirando a Soren de soslayo. El enano aún no había mediado palabra y eso dejaba claro a la Jeet cual era su ""oficio"".

 "
Soren Ojoagudo,"06/02/2021, 15:50","Soren no reprimió una sonrisa cuando Jeet hizo aquella clara alusión a su persona. En respuesta, el enano hizo una ligera, y algo torpe, reverencia. Seguidamente, pudo escucharse su voz por primera vez en aquella reunión.

-En verdad podrán sernos muy útiles estas pociones. Gracias.

El ladrón tomó una de ellas, dejando el resto para cada uno de sus compañeros.

Por su parte estaba listo para partir cuando fuese necesario. Llevaba el equipo, tenían un mapa, y las órdenes claras para su misión. Sólo faltaba reunir las provisiones que considerasen oportunas y ponerse en marcha."
Rurik Rumnaheim,"07/02/2021, 11:30","-!Jum! Gracias--asintió Rurik a la gnoma al tiempo que cogía uno de aquellos viales. La verdad es que el abjurador enano esperaba algo más de aquel encuentro con Lady Jeet. Nada concreto. Quizás información valiosa o puede que buenos consejos. En cualquier caso, se guardó para su fuero interno tales cavilaciones."
Orsik Barbarroble,"08/02/2021, 12:16","Presté atención a las palabras de Lady Jeet y a los obsequios que nos ofrecía.

—Todo lo que nos ayude a conseguir la victoria es bienvenido, muchas gracias señora— Cojo uno de los frascos y me lo guardo —..Bueno, señores.. ?Nos vamos ya a partir cabezas de gnoll?..— digo con cierta impaciencia a mis compañeros mientras muestro mi hacha."
Groac'h de fromma,"08/02/2021, 18:57","La aportación de la gnoma, en verdad, era pertinente.

—Le agradecemos el gesto, señora —dijo.

El enano contempló al resto del consejo. Al parecer ya estaba toda la cerveza servida y ya se estaba calentando. Ahora tocaba ponerse manos a la obra de verdad."
Serten,"09/02/2021, 10:58","Una vez habéis despachado a la gnoma (y os encontráis a cierta distancia de ella), Serten se aproxima a vosotros.

El Príncipe Thrommel me ha sugerido que les supervise mientras interrogan a un preso de guerra que yo mismo traje al campamento - dice con voz imponente y cierto orgullo -. Sería un honor para mí que accediesen ustedes a tal petición y probablemente les podría ser de gran utilidad en su misión.

?Qué me dicen?"
Orsik Barbarroble,"11/02/2021, 11:32","Orsik da un paso 

—Déjeme intentarlo a mí. Toda la información que pueda obtener será de gran utilidad— digo mientras lo miro, esperando su aprobación."
Soren Ojoagudo,"11/02/2021, 15:49","Soren rió entre dientes cuando Osrik se ofreció voluntario. Aquel desgraciado iba a acabar echo pastel de carne como el guerrero se ocupase del interrogatorio. O quizá Osrik tenía una faceta oculta inquisitiva, aunque lo dudaba.

Sea como fuere, el ladrón se levantó de la silla para ponerse en marcha.

-Veamos qué secretos esconde el prisionero...-dijo a Serten.

Realmente Soren no tenía intención de participar en el interrogatorio, a no ser que fuese necesario. Dejaría hacer a sus compañeros y se limitaría a observar desde un segundo plano."
Rurik Rumnaheim,"11/02/2021, 18:33","-De acuerdo--asintió Rurik a Serten--Será un placer.

No es que el mago estuviera deseando llevar a cabo el interrogatorio, pero le vendría bien dar un repaso al grimorio de conjuros mientras Orsik se encargaba del asunto. "
Serten,"17/02/2021, 10:29","Con vuestra aprobación, Serten os escolta hasta la carreta donde tienen vigilado al preso de guerra.

Mientras tanto os relata algo más sobre Dennek, pues así se hace llamar el cautivo:

El espía capturado fue quien advirtió al consejo sobre Gnaragg y nos proporcionó la ubicación de la guarida del Rey Sabueso.

Dennek está encadenado dentro de un carro con barrotes, estacionado a poca distancia de la cabaña del consejo de guerra. La carreta está custodiada por cuatro enanos fuertemente armados, también abanderados de las Lortmils y miembros de las fuerzas de Grit Huesos de Piedra.

Dennek parece haber sido torturado recientemente y se le ve nervioso en presencia de Serten.

Todo vuestro - concluye el clérigo manteniendo una distancia prudente."
Orsik Barbarroble,"17/02/2021, 12:54","Orsik observa al prisionero y se acerca un poco más a la jaula que Serten.

—Dennek...según dicen has sido un chico bueno y nos has proporcionado una valiosa información...eso está bien. Pero yo tengo otras preguntas a las que me gustaría que contestases..— empiezo a dar unos pasos hacia un lado mirándole directamente a la cara.

—Primero, quiero que me digas ?Qué hacías estando al servicio de Gnaragg?, ?Cuál era tu cometido?.. — giro y vuelvo a dar otros pasos volviendo al punto inicial, sin dejar de mirarle.

—Y segundo, creo que conoces a Gnaragg,..dime,.. ?Cuál es su punto débil? Todos tenemos alguno, y un apestoso gnoll de esa calaña tiene que tenerlo. ?Cuál es? Cobardía, miedo al fuego, arrogancia, o tal vez, estupidez,...!Vamos habla!— le grito frenando mi caminata."
Gulgram Stonefist,"17/02/2021, 16:01","Perdido en sus luchas internas, Gulgram se evadió de la escena. Nada dijo, arrastraba mecánicamente los pies y lo sorprendió la escena en la que una torturada y encadenada figura estaba encerrada en un carro con barrotes de hierro. 

Tortura. Pensó. ?A eso nos rebajamos? ?Los seguidores del bien también debemos recurrir a dichas y oscuras artes?

Volvió a recordar su retiro e incluso la abadía en la que aprendió el dominio del Ki. Pero el agresivo Orsik lo sacó de sus pensamientos. Chillaba y exigía respuestas al prisionero. Bufó casi inconscientemente.

Respiró hondo y haciendo de tripas corazón intentó calmar las ganas de mostrar tu incomodidad ante aquel hecho. Intentó centrarse en la figura encarcelada; en sus ojos; en sus labios; en sus gestos... Para intentar discernir más allá, para intentar ver su alma. Sin embargo, no se le pasó por alto el nerviosismo del prisionero al ver a Serten, por lo que intentó examinarlos a fondo a ambos."
Rurik Rumnaheim,"17/02/2021, 18:01","-!Ay, ay, ay! !Míralo!--susurró Rurik a Gulgram después de soltarle un buen codazo para sacar al monje cósmico de sus habituales ensoñaciones--Me encanta cuando Orsik se pone melodramático. !Si hasta parece que le va a hacer daño de verdad! Cuando todos sabemos que es un tros de pá... un fartonet que diría mi madre."
Soren Ojoagudo,"17/02/2021, 19:21","Soren se quedó unos pasos atrás, observando al desgraciado preso tras los barrotes. Estar entre rejas era un terrible destino que el enano no deseaba a nadie; aunque tampoco le apenaba precisamente en este caso, si todo lo que les habían contado sobre Gnaragg y sus lacayos era cierto.

Esperó sus respuestas a las preguntas de Orsik, con los brazos cruzados y la mirada fija, oculta bajo la sombra de su capucha raída."
Groac'h de fromma,"17/02/2021, 22:37","Groac'h permanece impasible a la espera de las respuestas del espía. Poco se puede concluir de un individuo del que por definición no se puede confiar, pero al menos esraposible que se escapase alguna información digna de interés para ellos. El enano se centró en su pipa mientras Orsik se encargaba de dirigir el interrogatorio. Fumó pausadamente disfrutando de cada pequeño gesto y echó un ojo a su alrededor. Luego examinó al cautivo. Puede que quisiese algo a cambio de la información.

—Dinos lo que nos interesa y te proporcionaremos algún beneficio a cambio. Dependerá del valor de lo que nos digas."
Gulgram Stonefist,"19/02/2021, 16:57","El codazo de Rurik lo sacó de sus ensoñaciones. Lo miró como si lo no conociera, pero le sonrió al reconocer ese rostro tan querido.

Hemos pasado por tanto... - Pensó mientras sonreía. 

Volvió a centrar su atención en el lenguaje corporal del prisionero y de Serten."
Dennek,"27/02/2021, 0:44","El prisionero, visiblemente maltratado mira de soslayo hacia Serten y después esboza una sonrisa.

Su boca aún está ensangrentada y le faltan algunas piezas dentales, probablemente fruto de la tortura.

Je - exclama - ?Y por qué iba a deciros nada... ""enanos""? - esa última palabra la remarcó como si quisiera faltaros al respeto."
Orsik Barbarroble,"27/02/2021, 9:45","La reticencia de Dennek a contestar enojó a Orsik.

—!Porque no tienes otra opción!..— le grito al prisionero. 

Por un instante Orsik quiso entrar a la jaula y aplicarle a Dennek un buen correctivo que le hiciera sangrar, pero intentó moderar su actitud dándole una segunda oportunidad.

—Sabes.., tienes suerte de seguir con vida, En otras circunstancias te habrían abierto la espalda y los cuervos estarían alimentándose de ti mientras te pudres. Así que, se listo y juega bien tus cartas..—"
Rurik Rumnaheim,"27/02/2021, 12:01","-!Es un fenómeno!--susurró el arcanista al monje--Por un momento, me lo he creído hasta yo. !Qué artista!"
Dennek,"27/02/2021, 14:15","Dennek parecía contrariado en sus pensamientos y todo apuntaba a que sólo sacaríais algo de información con cuentagotas.

El Rey Sabueso tiene una concubina gnoll que le aconseja. Ésta vigila su guarida cuando el Rey Sabueso sale a cazar. Incluso si acabáis con el viejo Gnaragg, su concubina podría tener la influencia necesaria para mantener a los gnolls unidos durante la batalla. Deberéis acabar también con ella.

El prisionero había obviado deliberadamente las preguntas sobre su persona."
Groac'h de fromma,"27/02/2021, 18:17",
Groac'h de fromma,"27/02/2021, 18:19","""Por el Rey enano"", se dice Groac'h, ""una concubina dirigiendo un ejército...""

—!Malditos bárbaros!"
Soren Ojoagudo,"27/02/2021, 23:00","Cuando el prisionero reveló la nueva información, Soren trató de imaginar a la concubina gnoll. Sin embargo, no tardó mucho en desistir de hacerlo, pues no era precísamente una imagen agradable.

-Parece que se nos multiplica el trabajo. Espero que también lo haga nuestra recompensa...-dijo el pícaro con cierta sorna, aunque procurando que Serten le oyese."
Serten,"01/03/2021, 10:34","Serten lanza una tajante mirada a Soren.

Desde que habíais aceptado uniros a Grit Huesos de Piedra, habíais jurado lealtad a los enanos de las Lortmils y por ende a la Hueste Justa. Pensar en una recompensa personal en este conflicto estaba en las antípodas del ideario del sacerdote de San Cuthbert.

Aún así, no dijo nada. No quería exponer flaquezas o fracturas entre las filas del Príncipe Thrommel delante de un prisionero."
Dennek,"01/03/2021, 11:20","Dennek volvió a sonreír ante la afirmación de Soren. Un hilillo de saliva ensangrentada cayó lentamente desde su boca al suelo de la carreta donde se encontraba retenido.

Bien - dijo sorbiendo los restos de saliva -. Os diré como llegar allí: Hay un par de árboles muertos y un conjunto de arbustos espinosos alrededor del lado noreste de la colina del Rey Sabueso, detrás del cual encontraréis un túnel estrecho. Está desprotegido y conduce a la guarida de Gnaragg."
Rurik Rumnaheim,"01/03/2021, 18:02","-!Chacho!--reprende Rurik a Soren--!Que van a pensar que estamos aquí por las perras!

Cuando el cautivo comenzó a cantar, el mago enano fue tomando nota mental de todo cuanto decía."
Groac'h de fromma,"01/03/2021, 23:32","—!Miserable microbio apestoso! —espeta Groac'h—. Si ya es difícil creer que una concubina pueda ejercer semejante dominio sobre esa chusma hueleculos, !ahora nos sueltas que hay un caminito secreto que lleva hasta la guarida del jefe! —el enano que ya no iba muy dispuesto a confiar en un prisionero torturado, ahora confirma su escepticismo inicial—. ?Y ahora qué nos vas a contar? ??Que tiene en el astillero una espada vorpalina allí tirada para quien le quiera cortar el pescuezo?? Liquidadlo, por piedad, liquidad a esta infame escoria —sentencia algo nervioso y desenvaina su hacha de batalla para ayudar en la faena.

Groac'h no lleva bien los interrogatorios."
Soren Ojoagudo,"02/03/2021, 20:50","Soren intentó aguantar la risa ante el pequeño barullo que se montó en un momento. En otras circunstancias habría disfrutado del espectáculo, pero la mirada de Serten le había dejado bastante claro que no estaba el horno para bollos.

-No vale la pena, hermano-dijo acercándose a Groac'h para intentar tranquilizarlo-. Ya tiene bastante con lo que tiene. Quizá sus palabras sean un embuste, o no. Sea como fuere, lo comprobaremos.

Se rascó la mugrosa barba unos segundos.

-Por mi parte podemos marcharnos ya de aquí."
Orsik Barbarroble,"03/03/2021, 12:53","Orsik se muestra satisfecho con la información que nos proporciona Dennek, lo que le lleva por un momento a sentirse orgulloso por no haber perdido su ""toque"" para tratar con prisioneros de guerra.

—Espero, por tu salud, que hayas jugado bien tus opciones..— le digo a Dennek —Si nos has mentido, dejaré que él..— giro la cabeza para señalar a Groac'h con la mirada —..se encargue de ti personalmente— A continuación vuelvo con mis compañeros.

—!Muchachos! Vamos a patear culos de gnolls—"
Rurik Rumnaheim,"03/03/2021, 18:21","-!Siuuuuuuuuuuuuuuuuuuuuuuuuuuuu!--exclama Rurik a todo pulmón, sobresaltando a casi todos los presentes."
Director,"04/03/2021, 12:49","Tras el interrogatorio, Serten os pide que os pongáis en marcha lo antes posible.

Según las averiguaciones que ha hecho la Hueste Justa además de vuestro interrogatorio, la guarida del llamado Rey Sabueso debe encontrarse a unas dos horas de camino.

Siendo disciplinados, decidís abandonar inmediatamente el campamento base para adentraros en las llanuras, en busca del Rey Sabueso y su ralea."
Director,"04/03/2021, 13:11",
Director,"04/03/2021, 13:17","Rastreando a los gnolls, todos atentos a los posibles enemigos o peligros que os puedan acechar, de repente observáis como Rurik da un paso en falso y su pierna se hunde en un gran foso oculto.

Todos quedáis sorprendidos por la trampa y el arcano se debate entre mantener el equilibrio o caer varios pies al fondo."
Rurik Rumnaheim,"04/03/2021, 21:14","-!Coñe!--ahuya el abjurador enano cuando a punto está de caer al fondo del foso. Por suerte, Rurik logra agarrarse del brazo de Soren en el último momento."
Soren Ojoagudo,"05/03/2021, 12:42","-!Pero qué demonios!-exclamó Soren cuando el mago se agarró a su brazo para evitar la caída.

Tiró del canoso enano para arrastrarlo a suelo firme, y luego se aproximó cuidadosamente con la intención de ver más de cerca el foso por el que casi se precipita.

-Buenos reflejos para un viejo ratón de biblioteca. Te has librado de una buena, jejeje-le dijo a su compañero-. Tendremos que andar con los ojos bien abiertos, pues podría haber más de estas en nuestro camino. Si os parece bien, yo encabezaré la marcha unos pasos por delante inspeccionando el terreno."
Rurik Rumnaheim,"05/03/2021, 18:53",-A lo mejor ese truhán nos ha dirigido a una maraña de trampas--sospecha un enojado Rurik en voz alta--Como así sea voy a ser yo el que lo interrogue a la vuelta.
Gulgram Stonefist,"05/03/2021, 22:01","Casi como un autómata... Gulgram siguió a sus compañeros. Apenas prestó atención al interrogatorio y a las chanzas de Rurik. Iban camino de una lucha y él mismo estaba en lucha consigo mismo. El grito de su más amado compañero lo sacó definitivamente de sus cavilaciones. Lo primero era acabar con El Rey Sabueso y su Concubina. Ya habría tiempo para luchas internas... Cuando volvamos al campamento, debo meditar - Se dijo."
