title,chapter,paragraph,text
The Miser,35,0,There is a short period of happiness between the father and son before they figure out that nothing has been resolved and that Jacques is basically a tricksy hobbit.
The Miser,35,1,"Harpagon tells Cléante that he is disowned and disinherited. Harpagon is going to kick him out into the street. He also curses him, for good measure."
The Miser,43,0,"Cléante comes onstage and tells Harpagon not to worry about his money: he knows where it is. Cléante also tells his father that if he okays the marriage between Cléante and Mariane, he'll get his precious money back. (Harpargon = Gollum, and the moneybox = the One Ring. And by making that comparison, we = total nerds. Nerd pride.)"
The Miser,43,1,"M. Anselme tries to convince Harpagon to consent to the two marriages—Élise to Valère and Cléante to Mariane. Harpagon agrees as long as M. Anselme buys him a new suit… and pays for both weddings. Anselme agrees, both to make the problem go away and because he's a real stand-up guy."
The Miser,43,2,"Everything seems to be wrapped up nicely. The police officer, however, wants to know who's going to pay him for writing up his police notes, since he's been scribbling furiously this entire time."
The Miser,43,3,"Again, M. Anselme opens his wallet to make sure everyone is satisfied. He pays the police officer and everyone leaves the stage. The last line goes to Harpagon, who can only think about seeing his beloved moneybox again. Harpagon rubs his hands together and whispers ""My preciousssss."" (No, we lied. He doesn't do that in the actual play; he only does that in our dreams.)"
The Miser,43,4,"Yup, the villain doesn't change at all by the end of the play, and he isn't even punished. By the end of the play, he's actually richer—he has a snazzy new suit. But hey, those are the breaks sometimes and Molière was too cynical to think that people like Harpagon would just suddenly change."
The Miser,42,0,"For the first time in the play, M. Anselme shows up. Remember him? He's the guy that Harpagon wants to marry his daughter Élise."
The Miser,42,1,Harpagon tells Anselme that he (Anselme) has been robbed of a bride just like Harpagon has been robbed of his money.
The Miser,42,2,"Anselme, who is apparantly a way nicer guy than Harpagon, says he has no interest in forcing someone to marry him. Élise can do what she likes as far as he cares."
The Miser,42,3,"Harpagon again orders the police officer to arrest Valère. But Valère insists again that once everyone knows who he is, they'll stand down."
The Miser,42,4,"Harpagon thinks he's making all of this up, but Valère assures the room that he is a man of noble descent from Naples, Italy."
The Miser,42,5,M. Anselme warns Valère not to lie. He knows everyone in Naples and will know if Valère is telling the truth.
The Miser,42,6,"Valère pops on a fancy looking hat and claims that he is the son of a man named Don Thomas D'Alburci. M. Anselme accuses him of lying, since he claims to know Don Thomas well."
The Miser,42,7,"It's impossible, says M. Anselme, since Don Thomas died sixteen years ago in a shipwreck, along with his wife and children."
The Miser,42,8,Valère says that a servant saved him from the ocean and they were picked up by a Spanish ship sailing nearby. The captain of this ship then raised Valère as his own.
The Miser,42,9,"Valère later heard that his father wasn't in fact dead, and he tried to track him down. But he got sidetracked in his search when he fell in love with Élise."
The Miser,42,10,"M. Anselme isn't convinced, and wants more proof. Valère offers the testimony of the Spanish captain who raised him, as well as a ruby seal that belonged to Don Thomas and an agate bracelet that his mother gave him."
The Miser,42,11,"At this point, Mariane, who has quietly walked onstage, cries out that Valère must be her brother! It turns out that she and her mother also made it out of the shipwreck. They returned to Italy with no estate and have been living a life of poverty ever since."
The Miser,42,12,"When Mariane is finished, M. Anselme also cries out for joy and calls Valère and Mariane his children. It turns out that he is none other than Don Thomas D'Alburci. And yes, he survived the shipwreck, too. He changed his name and started a new life in order to get over the loss of his family."
The Miser,42,13,"When Harpagon finds out that Valère is M. Anselme's son, he demands that M. Anselme pay him the money that Valère has stolen."
The Miser,42,14,"Valère demands to know who said he took the money. When he finds out, he looks like he's going to give Master Jacques another good beat-down."
The Miser,29,0,"While Harpagon is running from the room, a servant comes in and knocks into him, saying that two of Harpagon's horses have lost their shoes and can't walk. Harpagon orders to have the horses taken to the blacksmith to be re-shod."
The Miser,29,1,"Cléante, meanwhile, says he'll take over the duties of the house and show Mariane a good time in the garden. Uh, right. A ""good time"" in the garden."
The Miser,28,0,"Cléante takes off, leaving his father fuming about the loss of his diamond ring."
The Miser,28,1,A servant come onstage and tells Harpagon that there's a gentleman waiting at the door to speak with him.
The Miser,28,2,"Harpagon says he's busy, but when he hears that the man has some money to give him, he bolts out of the room, double-quick."
The Miser,17,0,"Next, Harpagon sends off two other people to clean the glasses. They argue that their servants' clothes are stained and ruined. But Harpagon orders them to stand a certain way so that no one can see the stains and tears. They go off."
The Miser,16,0,"Harpagon enters the stage with his children and a bunch of servants. He orders the servants to get the house ready for supper in the cheapest possible way. The first person he dismisses is Dame Claude, whom he tells to brush the furniture without wearing it out too much. You have to wonder how much furniture damage you can do with a broom."
The Miser,23,0,"With Master Jacques gone, Mariane tells Frosine how she doesn't want to marry Harpagon. Not only is Master Jacques a moldy oldie, but also Mariane is in love with a young man and wants to marry him. Hmm, could the young man in question be Cléante?"
The Miser,23,1,"Frosine guarantees Mariane that she won't be married to Harpagon a year before he kicks the bucket. And once he's dead, Mariane will inherit all his money."
The Miser,23,2,"As Harpagon comes onstage, Mariane cries out at how terrible his face is. Yowch. That's rude."
The Miser,22,0,"Mariane and Frosine come onto the stage. Frosine asks Jacques if Harpagon is home, and Master Jacques says he is and runs off to go tell him the women have arrived."
The Miser,5,0,"Harpagon is left alone with his daughter, Élise. He informs her that he has also found a match for her—a rich, older man named Anselme who will no doubt bring a lot of money into Harpagon's family."
The Miser,5,1,"Élise tries to respectfully reject the idea. But Harpagon commands her to do as he says. Unfortunately, Élise depends on him completely for money, so she can't say no."
The Miser,5,2,"Harpagon sees his servant Valère approaching and tells Élise that they'll put the matter to him and see what he thinks of it. Élise agrees immediately, since Valère is her secret lover. She agrees to do whatever Valère thinks is right."
The Miser,4,0,"While Harpagon is giving his speech, his son Cléante and daughter Élise start talking at the back of the stage. Harpagon continues his speech and talks about how he has buried a box containing 10,000 crowns in gold in his garden."
The Miser,4,1,"While he is talking about his buried gold, Harpagon sees Cléante and Élise at the back of the stage and becomes worried that they've heard him talking about his buried gold. He demands to know what they want and whether they've just heard what he was saying."
