Texto,Idioma
"kay qututa uyarisunchik, kay qututa, kay qutu willawasunchik paykuna, ch’insitu, chayman qamkuna yapankichik. Paykuna imastachus rikunku",Quechua
¿imasta rikurqankichikri? Willariwayku ,Quechua
jatun sach’itata q’ipichkarqa,Quechua
¿imatawan ninki Victor?,Quechua
¿pi ñawichinqa kayta?,Quechua
Ñawichinqa pay kantumanta,Quechua
¿machkha kasqa?,Quechua
¿imataq kanan tiyan?,Quechua
"Yakuyuqchu, k’anchayniyuqchu, imakunayuqtaq",Quechua
Ima uywakunatataq uywanku,Quechua
Machkha runataq tiyan,Quechua
Maykunamantaq ch’usanku,Quechua
Imakunapitaq runa llank’an,Quechua
Ima simikunatataq rimanku,Quechua
Yuyaychakuyta ñawparinapaq,Quechua
Imakunawantaq yachachikun,Quechua
Ima simitataq mama simip qhipanpi rimarqa,Quechua
Pikunawantaq jayk’a watanmantaq yachakurqa,Quechua
Machkhatataq rimasqa qhichwata yachan,Quechua
Machkha qillqasqa qhichwatataq yachan,Quechua
¿Maypitaq qhichwapi riman?,Quechua
¿Pikunawantaq qhichwapi riman?,Quechua
¿Imaptintaq qhichwa rimayta yachayqa allin kanman?,Quechua
¿Imaptintaq qhichwata qillqayta yachayqa allin kanman?,Quechua
¿Imaptintaq kastilla simita qillqayta yachayqa allin kanman?,Quechua
Ima p’unchaw,Quechua
Ima yachaywasipi,Quechua
Ima pachata qallarin,Quechua
Yachaypa wakichiynin,Quechua
Pirqapi qillqasqa kaqkunata ñawirinku,Quechua
Chaymantaqa ñiqichana yupaykunatañataq,Quechua
Yachachiq juk chuwata uqhanispa,Quechua
Ima yachaykunamantataq,Quechua
Muju p’anqata sapa wawa apaykachallantaq,Quechua
Yuyaychakuyta ñawparinapaq,Quechua
Pirqapi qillqasqakunamanta sílabakunata mask’anku,Quechua
Yachachiq yanapaq p’anqakunata uqharispa wawakunaman rak’iran,Quechua
"Yachachiq Asesorwan rimarin, chay raphikunapi “chuwa” simikunata mask’anankupaq",Quechua
Qillqana pirqallapitaq qillqarin,Quechua
P’anqakunankupi chay phasmikunata tarispaqa qillqanankuta ñin,Quechua
"Wakinkunataq chay phasmikunata mask’aspa siqiwan muyuykuchinku, wakkunataq pata sutita",Quechua
"Manapuni, kay pukawan muyuykuchisaq",Quechua
Kunanqa kayta ñawirisunchik,Quechua
"wawakuna: tariykuña, dibujasaqkuchu",Quechua
Ima nishantaq kaypi. Mama atispaqa yanapanakuychis sapa juk,Quechua
Ñuqa yanaparisqaykichis,Quechua
Qillqana pirqapi juk jatun raphichata k’askachin,Quechua
wawakunata waqyan ñawirinankupaq.,Quechua
iskayqa siq’ikunallata ñawirinku,Quechua
tukuy ñawirinku maychus siq’imanjinalla ,Quechua
"wakin wawakuna sumaqta ñawirinku, qillqata rikuspaña ñawirinku.",Quechua
"wawakunata rikuchispa ñawirichispa chay simikunapi chu, chi, cha, phasmikunata pukawan muyuchin",Quechua
wawakunaqa pirqapi qillqasqa kaqkunata rikuspa qillqarillanku,Quechua
"manchayta ch’aqwarispa ruwarinku, qillqasqankuta ñawirinku",Quechua
Iskay wawap yanapayinwan q’aytuwan sapa siq’ita sutinwan tinkunchin,Quechua
Wawakuna raphichakunata apamusqankunanjina ñawirichin chaymantaqa chay jatun raphichap uranman mach’aran,Quechua
"K’achituta, kaytaqa lapiswan, muyituta ajinata",Quechua
"Pintawankichik ima, picha tukunqa pinturasta qusaq",Quechua
"Q’ayallaña pintasunchik, q’aya día tukuchasunchik",Quechua
"rikuchiytawan lluqsinkichis, qhipakusunchis manaqa, sapa juk sutintawan ruwanaykichis tiyan",Quechua
Qillqasqankuta rikuchiytawan tukuy wawata kacharin,Quechua
amaraq tiyakuychisraqchu pichasunchisraq,Quechua
sayarikuychis amaraq tiyaykuychisraqchu,Quechua
"mana uyarinichu, aswan sinch’iwan a, manasina mikhunkichischu qayna día",Quechua
sumaq p’unchay yachachiqniy,Quechua
"jaywana, mana makinman mana wikch’uykunach",Quechua
chaymantaq k’askachina karqa,Quechua
maymantaq rin? chaypaq mask’amuna karqa suti sapikunata ichari?,Quechua
chay kinsallatachu ruwarinki?,Quechua
"kikinkunallatataqsina ruwasqankichis, waqkunasta ruwana karqa",Quechua
"tiyarikamuy, ujman ujlla jamusunchis",Quechua
pichus parlaq lluqsimunqa kayman,Quechua
"ñawinkiñachu qan, ya ñawirinki chay ruwasqaykita",Quechua
Tiraque siminchispi tukukun,Quechua
pitaq manaraq ñawirinraqchu?,Quechua
"uqharispa ñawiy a pero, mayqin ladopi kasan",Quechua
"qillqakamana p’anqata, mana khipukamana ninichu",Quechua
pismanta parlarinqa kasqa chay jawari?,Quechua
"uj wawitaqa libre wakiritu kasqa nin a, lumapi wakastaqa sapa día michiq riq kasqa chay chhanqa k’uchuman nin",Quechua
"rispaqa michiq rispaqa nasqa, chhan... wak..., chhanka k’uchuman rispaqa waka, waka uña urqu puntaman risqa",Quechua
"chaymanta urmaykarpamuqtintaq, chaypi waqaspa payqa qhatiykakanpusqa nin, chanta papasuntaq maqaspa nisqa, waka uñawan chayamuwanki caraju nispa, mask’aq risqa",Quechua
"niqtintaq kutiriytawan lumaman waqaspa risqa. Waqaspa rishaqtintaq chay chhanqa k’uchupi waqashaqtintaq demonio imamanta waqashanki wawitay nisqa, niqtinqa",Quechua
"papasuy waka uña burlaykurpan, chaymanta papasuytaq waka uñawan chayamuwanki caraju niwan nis",Quechua
"niqtintaq jaku ripuna wawitay nis chay ripunachis, ya nis chay, chhanka chay takaykun nin, takaykuqtinqa kicharpakusqa, kicharpakuqtintaq yaykuykusqanku, qhawarinanpaqqa",Quechua
"chaymantaqa lluqsirqanpuytawan chaypi tukukun, a ver t’aqllarikunachisjampusqa q’umir mikhuykuytawan, chaymantaqa mamay nispa taripasqa, wawitay maypi kamunki wawitaqa nisqa mamanqa..., wañurpapuqtintaq, apasqa p’ampaq",Quechua
"chaypi tukukun, a ver t’aqllarikunachis",Quechua
imata michiq kasqa?,Quechua
pitaq wanchisqayki nisqa?,Quechua
"uyarina tiyan sumaqsituta ya chaymanta tapuykunata wakirichisunchis, ma uyarisun chayqa mana kutichiyta atisunchu i?",Quechua
"kay qillqakamana p’anqanchista raq’irispa, chanta",Quechua
"raq’isunchis ñawpaq kaqtaqa ya, amaraq kicharisunchu, nuqa nisqaykichis ima yupatachus kicharinaykichista ya?",Quechua
pitaq de turno kasan?,Quechua
sapa ujman ujta rak’isqaykichis,Quechua
"sapa qutu, sapa ujman raq’iy ujta ya",Quechua
"kunanqa kay phisqa kaq qillqamanata mask’arisunchik, chunka jisq’unniyuq",Quechua
"chunka jisq’unniyuq raphita, mak’ariychis, mask’ariychis",Quechua
"ya a ver, imatataq a ver, imata imastataq rikunkichis chay p’anqapi?",Quechua
ñawirishanku ninku jaqay qutupiqa,Quechua
"warmikamachu kanku, qharikamachu",Quechua
nuqanchis jinachu kankuman chay wawakuna?,Quechua
"chanta aswan imasta rikunkichis chay p’anqapi, chay raphipi?",Quechua
imastaq kasanman chaypi,Quechua
"qillqana nin, ya astawanri?",Quechua
"imata chay wawakuna, sayasqaschu kashanku o chukushankuchu?",Quechua
achaykunasllachu kasanman chaypi,Quechua
ima? a ver qhichwa qallupi ima nikuntaq,Quechua
imapitaq tiyasankuman chay wawakuna,Quechua
"ya, kunan nuqa, kay ‘man’ k’askaqwan..., a ver uyariwaychis, chay ‘man’ k’askaqwan uj tapuyta wakirichisqaykichis nuqa",Quechua
imamantaq qillqanchis sutinchista?,Quechua
Perú suyuq wawakunaman,Quechua
"Allillanchu wawakuna, sutiyqa Antonio Raymondi, kay qillqa mayt’utaq kawsayniymanta riman, mayhinatas ima sumaqkunata pacha kawsay Perú suyumanta tarisqayta.",Quechua
"Chay purisqaykunata riqsinaykichikpaq llapaykichikta mink’akuykichik. Hinaqa, kusi kusilla puriysiwaychik, kay imaymanakunawan tupariq ch’usaypi.",Quechua
"Milan llaqtapi paqarirqani, Italia mama suyupi, 1824 watapi, tarpuy killapi, 19 p’unchawpi. Taytaypa sutinqa Enrique, mamaypataq Rebeca, paykunawan kuska, tawa wawqichaykunawanpas huk munay wasipi tiyarqayku.",Quechua
"Sapa kuti urpikunap rapapapasqanta qhawayta munaspa, t’ika pampakunapi kusisqa puriq kani.",Quechua
¡Paykunarayku Pachamamanchiktaqa anchata munakuni!,Quechua
Riqsinapaqraq tiqsimuyu,Quechua
"Chakrakunapi purisqayta yuyachkani, chaypim urukunap wit’ititisqanta, t’ikakunap sumaq llimp’inkunata, chuqikunap sinchi k’anchaynintapas yuyaywan qhawaq kani.",Quechua
Yachaywasiypiqa hatun riqsisqa puriqkunamanta kusikuywanmi ñawinchaq kani. ¡Ñuqapas hatun puriq kayta munaq kani!,Quechua
Italiamanta Perukama,Quechua
Milan llaqta yura wasipi Pachamamap paka siminta yacharqani. Chaypim Perumanta hawaq’ullay wit’usqankuta llakisqa rikurqani.,Quechua
"Chayhinata Perú suyupaq munakuyniy paqarimun, riqsiytapuni munarqani, hinayá huk p’unchawmi Genovamanta wamp’upi lluqsini, 1850 watapi, anta sitwa killapi, 28 p’unchawpi Callaoman chayamuni.",Quechua
Musquyniy hunt’asqa: Perú suyupi purisqaykuna,Quechua
¡Chayasqaymantapacha lliw Perú mama suyuta sinchita puriyta munaq kani!,Quechua
"Hinam, chunka isqunniyuq watapi Cristobal yanapakuqniywan kuska, kawallupipas, wamp’upipas, chakipipas ancha sumaq llaqtanchikta riqsirqani.",Quechua
"Chay puriykunapipas t’aqwispa tariykunapipas, lliw kawsayniymanta aswan kusi samiyuq p’unchawkuna tarikun.",Quechua
Perú suyupi imaymana mana tukukuq yurakuna,Quechua
"Yuramanta, t’ikamanta, mallkimanta yachayqa munasqaypuni karqan. Ima t’ikatapas rikuspay siq’iqmi kani, hurquspataq ch’aki t’ikatahina waqaychaq kani.",Quechua
"¡Hinatayá, yurakunata huñuspa iskay chunka waranqa kuraqmanraq chayarqani!",Quechua
"Ancashpi 1867 watapi, Perumanta aswan ancha sumaq yurata tarirqani, sutintaqmi puya.",Quechua
Perumanta pacha suyunkunapas uywankunapas,Quechua
"Perú pacha suyunkunapi achkha uywakuna kawsanku, chayqa utirayanapaqraq.",Quechua
"Mama quchapi, chalapi, antipi, yunkapi ima, imaymana munay uywakuna kawsanku, lobos marinokuna, ballenakuna, pisqukuna, ukumarikuna, pumakuna, wik’uñakuna, amarukuna, k’usillukuna ima, kaykunamanta achkharaqmi kanku.",Quechua
"Antipi qaqakuna, chuqikuna, mawk’a kawsaykunapas",Quechua
Puriykunapi achkha rumitawan chuqitawan pallaq kani.,Quechua
"Sinchitam k’anchayninwanpas rikch’ayninwanpas misk’ichikuni, hinallataq ukhunpi mawk’a kawsay fosilhina hap’isqankuwanpas.",Quechua
Anti pacha suyuqa ñuqapaqqa imaymana tarinaypaq paqarinahina karqan.,Quechua
Ñawpa Perú,Quechua
"Mama suyunchikpiqa achkhapuni mawk’a llaqtakunaqa, Ancashpi Chavinpa Apukunap wasinhina, laqha chinkanankunapi lanzón monolítico nisqata tarirqani.",Quechua
"¡Ichaqa, manam chayllachu!",Quechua
"huk hatun p’alta rumitapas tarini, chaypi huk runa Apu iskay tawnata hap’ispa llaqllasqa rikhurin, chaytaqmi kunan unanchahina llaqtanchikpaq.",Quechua
Puriyniykunapi hatun mayukuna chimpayqa sasachakuypuni karqan.,Quechua
Chayrayku inkakunaqa ichhu q’uyakunawan q’iswa chakakunata ruwarqanku.,Quechua
Ñuqa kikiymi riqsisqa Q’iswachakata chimparqani,Quechua
"¡kinray kinray chimpachkaptiy Apurimaq mayuqa chakiykunap uranpi phawachkarqan, chaytaqa allintam yuyachkani!",Quechua
Chayta tukuspataq munay pisunay llanthunpi samarqani.,Quechua
"Qusqu, Americapi Romahina llaqta",Quechua
Qusquman chayaspay Romapi kachkaymanhinaraq tukuni.,Quechua
"Sapanka pirqapipas, k’uchukunapipas, k’ikllukunapipas inkakunap ruwasqanta sut’i riqsiyllata rikuq kani, romanokunahina hatun ñawpa pachata yuyachiwanchik.",Quechua
"Hatun rumikunawan ruwasqa Saqsaywamanta waturqani, Hatun Ruminyuq k’ikllupitaq chunka iskayniyuq k’uchu rumitapas siq’irqani.",Quechua
PerÚ suyup illa quri rikuchiqnin,Quechua
Puriyniykunapi ancha munaykunata kawsay pachanchikmanta tarirqani.,Quechua
"Karu mayukunap suchuyninta, quri, qullqi, anta q’uyakunata, mana yachay atina mawk’a llaqtakunata, hukkunatapas.",Quechua
Chay llapan tarisqaykuna Perú suyup illa quri rikuchiqniypi k’apaq tarikuchkan.,Quechua
Purisqaykunapas tarisqaykunapas,Quechua
"Lliw ñankuna purisqaytapas llapan tarisqaykunatapas aswan chanin qillqa mayt’uypi riqsichini, sutintaqmi “El Perú”.",Quechua
"Chay qillqa mayt’utaqa llapan Perú wawakunapaqmi tukuy sunquywan haywani, paykuna ancha munakuywan yuyaywan ima, pacha kawsayninchikmanta yachanankupaq.",Quechua
Perú suyumanta tukuy imaymana yachaytarpu,Quechua
"Perú suyup qhapaq kayninqa runanchikpi tarikun, Tawantinsuyu runawan hawa runawan tupayninpi.",Quechua
"Llapanku, yachasqankuwan, ruwasqankuwan, iñisqankuwanpas yachaytarpunchikta qhapaqyachinku, llaqtanchiktaq iskay yachaywan kawsaq munay llaqta kapun.",Quechua
Qhipa pachapaq saqiykusqay,Quechua
Hinatam Perú suyup pacha kawsayninta yachanaypaq kawsayniyta qurqani.,Quechua
Llaqtanchikta munanapaqpas yupaychanapaqpas ñawpaqtaqa riqsinanchikmi.,Quechua
Pacha kawsayninqa llaqtanchikpa ñawpaqman puririyninta waqaychan.,Quechua
"Qamkunata wawakuna ñuqa niykichikman: ruwasqaykunata qatiychik, chayhina kaptinqa llaqtanchikqa chaninta wiñarinqa.",Quechua
"Mundo qallarerqa llanthu ilanthu montes sonqonpi, ninku Yuracaré runas. Uj supay Nina Runa sutiyoj jatun lawraypi tukuy montesta ruphacherqa.",Quechua
Kay lawraymantataj ni uj sachallapis qhepakorqachu.,Quechua
"Runastaj ruphachisqas wañurarqanku, paykuna ukhumantataj uj k’ata runalla kausarisqa.",Quechua
Kay runataj ruarqa uj tojo wasita jalip’a urapi.,Quechua
Chaypi pakakorqa lawray pasanankama.,Quechua
Tawa punchay kasajtintaj chay jusk’umanta llojsimorqa.,Quechua
"Llakiyta puriykacharqa, nitaj mikhunayoj nitaj wasiyoj.",Quechua
"Chaypi sapallan kasajtin, uj laqha llantusqapi rikhurisqa slina Runa pukamanta pachaliisqa.",Quechua
"Noqa sajra supay kani, chaywanpis qanmanta khuyupayani."" nispa nerqa chay Nina Runaqa.",Quechua
"Kay monte ukhupitaj, chay runa uj warmita tarikusqa. Kay warmintaj ashqa qhari wawasta qorqa uj warmi wawitata ima.",Quechua
Chanta chay warmi wawita uj kacha sipasman wiñaspa tukorqa.,Quechua
"Jatunña kaspataj llakisqa purej kay sipas, nin, montes ukhupi",Quechua
"Chay sach’ataj sutikorqa Ulé, sumachej kulli tikasniyoj. ""Runachus kanman, munakuyman",Quechua
"Achuetewan uyanta pintakuspa, suyarqa Ulé chayamunankama.",Quechua
Nitaj qhasimanta suyarqachu. Ujllapi Ulé sachaqa uj runaman tukuspa chimpaykorqa slpasman. Sipastataj kusisqa munakorqa.,Quechua
"Chay ch’isitaj manaña sapan karqachu sipas. Qhepan p’unchaytataj Ulé chinkarqa... Slpasqa manchay llaklsqa waqaykorqa, mana kutlmunanta yuyaspa",Quechua
"Chay punchaytaj, sipas rerqa mamanpajman, ""Ajina uj qhariwan tantakuni. Kunantaj chinkan.""",Quechua
"Jinapunitaj, mamanpaj nisqasmanjina, chay chisita Ulé kutimorqa, maman umanchasqanmanjinataj, sipas qharinta wataykorqa uj sach’aman",Quechua
May chhikata kallpachakuspapis Ulé mana phaskarakuyta aterqachu.,Quechua
"Tawa p’unchaymantataj Ulé sonqochasqa ""Casarakusunchej"" nisqataj.",Quechua
Chaymanta uj tiempota paykuna qhari warmi kuslsqas kausakorqanku,Quechua
Chanta uj p’unchay Ulé rerqa tolqa masisninwan uj monteman jatun kusillusta jap’ej. Chaypitaj uj tigre wañucherqa Ulétaqa.,Quechua
"Warmintaj tarlpaj rerqa yuka aqhata apaspa, chay rejtinkamataj, hermanosnin wiilarqanku tigre Uiéta wañuchisqanta",Quechua
"Chaymanta, manchay ilaklyninmanta waqaspa, hermanosninpaj sarusqasninta qhatispa, rerqa qosan wañupusqanman",Quechua
"Ajina risaspa, chayarqa qosanpaj ladonman, rikorqataj qosan q’alá t’unasqanta tigre mikhusqanmanta - uman, makisnin, chakisnin, t’aqa t’aqalla",Quechua
Uj kutltawan qhawayta munarqa qosanta enteronta.,Quechua
"Chanta, anchata munakusqankurayku, Jallp’a, Pachamamaqa, Uiéta wañupusqanmanta kutlcherqa",Quechua
"Qosantaj kutlresqa watejmanta ujllaman kutipusqa, ""Puñusqaymantasina rljcharini."" nispa.",Quechua
Manchay kusisqa sipas qosanta mat’ita ojllarerqa.,Quechua
"Khushka riporqanku, chaymanta monte yanninta ripuspa, chayarqanku uj mayitu kantuman. ""Kaypi ujyarisaj.""",Quechua
"Chayta rikuytawan, ""Manaña qanwan kaymanñachu,"" nerqa warminta, ""kay aychay faltawajtin."", ",Quechua
"Muspharikusqataj chay monte ukhupi, ñawisninpi sach’a patas muyurispa, pampataj oqharikuspa cieloman, yuyaynin chinkasqa",Quechua
"uj unaymantataj uj ladomanta ladoman corriykacharqa, waj yanta tarinankama.",Quechua
"Chay yanninta rispataj, tukukusqanpi yanninta chayarqa uj sut’i pampaman, chay suti pampapitaj uj k’aspi wasisituta rikorqa.",Quechua
Chayqa uj tigrespaj wasinku karqa. Tigrespaj mamailanku chaypi kasarqa,Quechua
"Tigre mama warmita rikuytawanqa, yaykuchillarqa, uj kuchupitaj pakaykucherqa, mana wawasnin jamuytawan reparanankupaj.",Quechua
Chaymantataj uj tigre rikorqa warmita jusk’u pakayninpi,Quechua
"Wañuchinankupajña kasajtinkutaj, chaypi tigre mama jarkarqa. Chantataj chay tigre wawas nerqanku warmita",Quechua
"Kay umasniykumanta orqhowayku kay sikimirasta, mikhuykapuytaj!",Quechua
"Warmitaj, venenoyoj sikimiras kasqanta yachaspa, mana mikhuyta munarqachu",Quechua
"Tigres mamankutaj pakaymanta uj pojchu sapallu mujuta qorqa warmisitaman, chay sikimirasta pampaman wijchojtin, chay mujuta mikhunanpaj",Quechua
"Kaytataj mana repararqankuchu kinsa tigre wawas, tawa kaj tigretaj iskay ñawisniyoj karqa uman wasanpi, chay ñawisninwantaj rikorqa warmisitata sapaüu mujusta mikhojta",Quechua
"Tigretaj warmita wañucherqa, nin, warmej wisanmantataj uj wawitata orqhorqa, ña wachakunanpiña kasajtin",Quechua
"Mamanmantaj uña wawata jaywarqa mikhunanpaj. Mamantaj, llakiyniyoj, mamanmantajina, wawitata manka ukhuman churaykusqa, waykunanpajjina, chanta tigre wawan waj ladota qhawanankama, wawitataqa manka ukhumanta orqhospa, waj ladomantaj aparqa uywananpaj",Quechua
Manka ukhumantaj waj imasllata churaykorqa,Quechua
Chay mama tigretaj pakaypi wawitataqa uywarqa ni pi yachasajtin,Quechua
"Sutitataj churarqa Tiri nisqata. Wawataj rato runayaytawanqa, mikhunasta jap’ej rej mama tigrepaj",Quechua
"Uj yuthu sapallusta mikhuykapusan, chayta chanq’aspa wañuchiy!",Quechua
"Tiritaj, ch’anqaytawan, yuthoj chupallanta mut’urparerqa, chanta chay p’isqo Tiriman nerqa",Quechua
"Qanqa sumajta kausasqanki chay mamayki wañuchejkuna tigreswan, noqatataj kaypi mana ni ima ruasqaymanta wañuchinayawanki.",Quechua
"Chay nisqantataj mana entiendispaqa, Tiri pisqota nerqa",Quechua
Tigres tataykitawan mamaykitawan wañucherqanku. Qantapis mikhuykuyta munarqasunku. ajina nispa sut’inta willaykorqa,Quechua
"Chay willasqanta yachaytawantaj, ""Tatasniyrayku wañuchisaj tigresta.""",Quechua
"Kinsantin ñaupajpi tigresta wañucherqa, qhepankupitaj jamusarqa chay iskay ñawi uman wasanpi tigre",Quechua
"Rikuytawantaj, Tiri wach’inta kacharqa, mana wañuchispa umphullata ruaspa",Quechua
Jinataj q’ala phiña tigre Tirita mask’arqa,Quechua
"Tiritaj, ayqekuyta munaspa, sach’as aswan pataman wasarerqa",Quechua
"Sach’astataj qhaparerqa: ""Jarkaway!"" nispa. Intitawan, ch’askastawan ""Saivaway!""",Quechua
"Killatapis wajyarqa: ""Yanapariway!"" nispa.",Quechua
"Kay qhaparisqasninta uyarispa, kiilaqa Tirita ojllaykuytawan pakaykorqa uyan ukhupi",Quechua
Chaymantapachataj chay Yuracarés monte runasqa tutayajtin creenku Tirita rikuyta kiila ukhupi. ,Quechua
Uj jukumari kasqa. Kay jukumaritaj uj imillataqa munakusqa. Kay ¡millataj ovejerita karqa,Quechua
Kay jukumaritaj yanapaj mana kuntur ovejasninta mikhunanpaj nitaj atoj jap’inanpaj.,Quechua
"Imilla puñunankama, jukumareqa qhawaj ovejasta. Jukumaritaj wañucherqa paypaj atojkunatawan uj kuntur mallkutawan",Quechua
"Imilla yarqhachikojtintaj, ch’iru miskita apamoj, ch’akichikojtintaj, lecheta suamoj wakasmanta",Quechua
"Uj p’unchaytaj ""Jaku, ripuna"" nerqa imillata jukumareqa. Imillataj munakusqa, chanta ujtawan ""Jaku, ripuna"" nejtintaj, jukumariwan riporqa",Quechua
Chay jukumaritaj orqo jusku wasinman aparqa.,Quechua
Chaypitaj uj tiempota kusi kusilla kausarqanku. Jukumareqa munakoj manchayta imillataqa,Quechua
"Munakojjinatajri, ni imá faltachejchu munasqanmanqa: sumaj mikhunata, ashqa misk’ita apampoj",Quechua
"As tumpa punchaykunas pasajtintaj, imillaqa manaña kusisqachu karqa",Quechua
tukuy ima chay jusk’upeqa payta llakichej,Quechua
chay laqha jusk’upitaj mana yachakúy aterqachu.,Quechua
Chanta wawankutaj karqa. Iskayninkutaj anchata munakoj kanku kay wawankutaqa.,Quechua
Uj punchaypitaj imiiiaqa rikorqa waj runasta pasajta wasin qayilata,Quechua
"chayta rikuspa, yuyarikorqa llakikuspa tatasninmanta",Quechua
"chaymanta cuenta qokusqa pay uj k’ita uywawan tiakusqanta, waqaj, waqaj.",Quechua
"Jukumaritaj, jamuytawan, waqayninta llajwaspa, chakisninman churakuspa, nerqa",Quechua
Imamanta waqasankiri? nispa. Imillataj kuticherqa,Quechua
"Chaymantapachataj jukumareqa celosoman tukusqa, sapa llojsispa, jatun rumiwan jusk’utaqa wisq’aj",Quechua
Manataj jukumarej munakuynintapis nitaj llakiyninta chinkachíy aterqachu.,Quechua
Tukuy p’unchaykunas llasallapuni kaj paypajqa,Quechua
"Chaymanta payqa chay punkú kichariyta munarqa, manataj aterqachu, chay jatun jatun rumiwan wisqasqataqa, ni kuyuchillaytapis aterqachu",Quechua
Wawataj puriyta yachasarqaña y parlaytapis. Jinatataj wawanqa taporqa,Quechua
"Chanta payqa willarqa wawanmanqa imatachus umallikusqanta, chanta willarqataj chay orqo juskumanta llojsíy munasqanta",Quechua
pay wañusarqa liojsiymanta. Nitaj chay jatun rumitaqa kuyuchiytapis atisqanta.,Quechua
"Wawantaj qayllamusqa, rumitaqa kuyuchisqa, chaymantataj uyanta mamanman tejraspa, nerqa",Quechua
"Wawataj wiñarqa, wiñaspataj, uj p’unchaypi mamanqa jukumarita kacharqa miskiman",Quechua
Chay punchaytataj mamawan wawanwanqa karuta ayqerqanku mana rejsisqa llajtaman chayanankukama,Quechua
"Jukumaritaj kutirimusqa, rikusqa punku kicharisqata y ni pi chay ukhupi kasqanta.",Quechua
"Chay rikuspa tukuiia qhepasqa chaymanta, tukun pasaytawan, saqesqata rikukuspa, waqarqa",Quechua
"chujchasnintataj t’irakorqa, liakiymantataj asqha p’unchaykunata mana mikhuspa karqa",Quechua
"Kausayninmanta millachikusqa sapallan kaspatajri, yuyarikunalianpaj kausarqa",Quechua
"ujilaykunasninmanta yuyarispataj, mana sajsakojta waqarqa. Qenanta tocarikuspa rumista waqacherqa",Quechua
Manataj orqo juskunmanta llojsíy munarqachu ni yarqhasqa kaspapis,Quechua
"Uj machu torolla uj kata masin karqa, pitachus wañuymanta jark’arqa, dueñosninmanta qhechuspa, maypachachus paykunaqa nak’ayta munasarqanku",Quechua
"Qanqa kausanki mikhusqaykita kutipakuspa. Qanqa noqaman manchayta rijchakunki, pichus yuyayniykunata kutipakuspajina kausani, mana ni tumpallatapis qonqapuyta atispa.",Quechua
Jukumarej wawanqa uj escuelapi leeyta qelqaytaqa yachakorqa.,Quechua
May chhika kailpayojtaj karqa kay wawanqa,Quechua
"Escuela yachachejtaj t’ukuspa kasqa kay kallpanmanta, yachachikoj masisnintaj maki chujmisninmantaqa mancharikorqanku",Quechua
"Wayna kaspataj soldadoman tukukorqa, ancha qhari sonqo kasqanmantataj oficialman cargollichisqanku",Quechua
Chay jukumarej wawantaj Don Tomás sutikorqa,Quechua
chajwaspitaj balasqa urna tojllunmanta kutimoj,Quechua
Tukuy nej kanku pay aswan qhari qhari q’ala soldado tropapi kasqanta,Quechua
"Uj pachataj mamanqa onqoykorqa, chaymanta wañunanta yachakuspataj, wawantaqa wajyachimorqa, wawantataj mañakorqa tatanta maskamunanta pusamunantawan",Quechua
"Wañuy patapi musphakuspataj mamanqa yuyarikusqa ñaupa kausayninmanta jukumarej ladonpi, tukuy kausayninta chay jukumariwan yuyarikorqa.",Quechua
"Chaymantataj ñawisninta wisq’akaporqa mana jaykaj kicharinanpaj ujtawan, ajinata wañuporqa chay ovejeritaqa",Quechua
"Wawantaj, maman wañojtinkamaqa, rerqa saqerisqa tatanta mask’aj. Chaymanta pay tarisqa tatanta, ch’in orqo jusk’unpi machuyasqataña, suchuta, ñawisnin laqhayasqas waqasqanmanta",Quechua
Puraj rejsinakuspa ujilanakuspa nerqanku mana ni maykaj manaña t’aqanakunankuta ujtawan,Quechua
"Chaymanta jukumareqa qenanta chhika kusita waqacherqa, rumistapis kusikuymanta tusucherqa",Quechua
"Chaymanta iskayninku khuska kusisqa kausakorqanku, machu toropis watukoj paykunata sapa inti yaykuyta",Quechua
"Chaymanta machu saqerana jukumareqa machumanta wañuporqa, munasqa wawanpaj makisninpi",Quechua
"Chaymantataj wawanqa tatanpaj ayanta p’amparqa mamanpaj ladonpi. Jukumarej ayantaj munasqa ovejeraj tullusninta llujchispa, kausasajmanpisjina mati ujllaykusqa overaj ayantaqa",Quechua
Ajinatatajri kay iskay aya tullusqa k’uyuykukusqasjina chhika jatun ima sumaj sach’aman tukorqanku,Quechua
Chay sacha iianthupitaj mayqen ilakisqa munakojllapis tarikoj sonqochayta phutiyninpaj. Kay sach’a llanthoqa sonqonkuta qhailailarichej,Quechua
Nej kanku tutasninpi kay jatun sachamanta uyarikoj misk’i runa parlaykunajina,Quechua
"Chay cheqaj runastaj sutichaj kanku kay sachata ""jukumarej sach’an"" nispa",Quechua
Ajinatataj kay sachaqa kausakusallasqapuni sachas chaupipi,Quechua
tukuy munasqasninkuta chinkachikojkunataj llakisqas kay sach’aman chayaj kanku.,Quechua
Chimarte monte runas ukhupi kay cuentota willanku,Quechua
Iskay wauqes karqa. Kaykuna Chamanespaj diosninkukuna,Quechua
"Ujnin Duik sutiyoj, ujnintaj Mitscha. Duik sajrasta rúan, Mitschataj allinta rúan.",Quechua
chanta carpintero pisqo kunan p’unchaykunakamapis pataman uraman phawaykachan,Quechua
chayrayku orqospis q’enqay uray qenqay patay ladosman rinku,Quechua
Ñaupajpacha Duikwan Mitschawan khuska purej kanku.,Quechua
Uj kutipitaj jatuchej orqosman rerqanku.,Quechua
