N°,artists,explicit,genre,lyric,musixmatch_rating,rank,title,Violencia verbal,Violencia Física,Violencia Psicológica,Violencia Sexual,VIolencia Económica,Violencia Simbólica,Apto para niñxs,clase,Observacion
160,LOS ROJOS,0.0,Latin / Regional Mexicano,"¿Por qué te has empeñado tanto en decir que me odias?
Inventarles que no se quien y yo hicimos no sé qué cosas
¿Por qué tanto coraje? Y no simplemente ya lo aceptas
Ya tengo quien me ame y a ti eso de los celos no te queda.

Ni lo intentes
No hay santo que te ayude a que vuelva
Ni lo sueñes
Contigo no regreso ni, aunque Dios quiera

¡Rúmbale! Ve y ládrale a tu padre
¡Cállate! Ve y traga tu coraje
Mira ya no sé que hacer
¿Cómo demonios te lo explico?
Con peras y manzanas fue lo mismo

...


 ",17.0,113,RUMBALE,0,0,0,0,0,1,0,1,
161,LUPILLO FT JENNI RIVERA,0.0,,"Ay, ay ay, compadre
¡Cómo me hubiera gustado que estuvieras, carnala!
¡Salucita!

Ahora sí, yo estoy solo en el mundo
Solo, solo en el mundo vagando
No me importa si algún día me muero
Nada más que me entierren cantando

He pasado mi vida rodando
He pasado mi vida tomando
Te lo juro que de hoy en adelante
...


 ",25.0,114,QUE ME ENTIERREN CANTANDO,0,0,0,0,0,1,0,1,
162,PESADO,0.0,Music,"Estaba tan seguro
Que mis manos no te iban a extrañar
De que mis ojos no querían volver a verte
De que la vida sin ti me daba igual

Todo iba tan perfecto
Acostumbrándome a estar sin tus caricias
Porque sentía que de ti me había olvidado
Y hoy que te encuentro ha sido todo lo contrario

...


 ",26.0,115,ME SIGUE CALANDO,0,0,0,0,0,,0,0,
163,PANCHO BARRAZA,0.0,,"¿Que me paso?
Solo voltea a mirar tus ojos nada mas
Quede impactado con tu forma de mirar
Quede echizado con tanta sensualidad
Al verte caminar
Casi muero cuando te acercaste a mi
Me enamoraste con solo sonreir
Gracias a ti, conoci lo bello del amor
En ese instante, todo mi mundo cambio
...


 ",20.0,116,LA FUERZA DEL AMOR,0,0,0,1,0,0,0,1,
164,LEANDRO RIOS,0.0,Latin,"Qué bien se ve con ese escote
Y su boquita pintada
Le hablo de usted para que él
No sospeche que anoche la tuteaba

Él se ve bien, hace el papel
De un hombre enamorado de una dama
Piensa que a él le da exclusiva
De sus gestos en la cama

No se preocupe
No la conozco
Porque lo nuestro secreto será
Si usted lo pide
Ni nombre tendrá

Finge muy bien
Mis respetos, señora
Le sale bien
Ser la fiel en la historia
Yo la comprendo
...


 ",17.0,117,NI NOMBRE TENDRA,0,1,0,0,0,0,0,1,
165,"BANDA TIERRA SAGRADA, ALANN MORA",1.0,Music,"Hice un recuento de todos esos recuerdos
Después de haberle dado un beso a quien está
Y que tal vez lo estaría
Si tú me hubieras querido un poco más

Y esto es Tierra Sagrada
Y su compa Alann Mora, viejo, eso, venga

No me fue posible olvidarte
Digamos que a duras penas, solo pude superarte
O lo intente
Más la verdad, sin ti la vida no me sabe

...


 ",21.0,118,EFECTO IRREVERSIBLE,0,0,0,0,0,0,0,0,
166,GABRIEL VIVAL,0.0,Latin / Regional Mexicano,"Pajarillo

El Cartel de Nuevo Leon

Maquillaje a granel usaba a diario
Y vendía su piel a precio caro,
De las ocho a las diez en una esquina
Era joven e infiel, era rosa y espina
Y se llamaba no sé, nunca lo supe,
Nunca le pregunte, nunca dispuse
De su tiempo en su piel era un mocoso
Y tan solo le miré de pozo en pozo

Y era un pajarillo de blancas alas,
De balcón en balcón, de plaza en plaza,
...


 ",7.0,119,PAJARILLO,0,0,0,0,0,0,0,0,
167,BANDA TIERRA SAGRADA,0.0,Music,"Era poca cosa lo que me ofreciste
Es lo mismo si te quedas o te vas
Si teniéndote conmigo estas ausente
Si no estás serás muy fácil de olvidar

No la pienses, si quieres irte, vete
Que yo no me voy a morir
Es más, creo que va a ser mejor
Si dejas disponible una vacante para un nuevo amor

No me fue muy bien contigo
No fuiste lo que yo esperaba
De mí nada te parecía
Y todo te ponía de malas
...


 ",23.0,120,NO ME FUE MUY BIEN CONTIGO,0,0,0,0,0,1,0,1,
168,"LEANDRO RIOS, LOS NUEVOS FEDERALES",0.0,Music,"(Podrán pasar los años y siempre el mejor amor
Será el primero
Pero el verdadero amor es para siempre
Y de los recuerdos no se vive
Los Nuevos Federales)

Aunque te bese la boca
Aunque siga durmiendo en tu cama
No importa que diga cien veces que te ama
Seguro has notado, que todavía me extraña

Tú ya eres cosa del pasado
Te duele mirarla feliz a mi lado
Si vieras que conmigo tu recuerdo ha superado
Lo siento, mi amigo, este lugar está ocupado

Aunque le beses la boca y te duermas con ella
...


 ",10.0,121,AUNQUE LE BESES LA BOCA,0,0,0,0,0,1,0,1,
169,CALIBRE 50,0.0,Latin / Regional Mexicano,"Ahora entiendo cuando dicen
Que los tiempos de Dios son perfectos
A pesar que tuve tantas decepciones
Lo agradezco

Y hasta siento que debo pedirle
Perdón al destino
Lo maldije tantas veces
Pero ahora todo tiene sentido

Con razón, con razón
Mi alma siempre estuvo llena de dudas
Con razón no sentí nunca nada
Con ninguna

Con razón, con razón
Siempre les faltaba algo a los besos
...


 ",33.0,122,MI SORPRESA FUISTE TU,0,0,0,0,0,0,0,0,
170,"BANDA MS, SNOOP DOGG",,,,,123,QUE MALDICION,0,0,0,0,0,1,0,1,
171,"LOS DE LA NORIA, CALIBRE 50",0.0,Latin / Regional Mexicano,"¿A las cuántas noches dejo de soñarte?
¿A qué santo se le reza pa' olvidarte?
No es normal y la verdad me estoy hartando
Y es que no es negocio el extrañarte tanto

¿Qué se toma cuando duele hasta la sombra?
Si alguien sabe, por favor, que me responda

¿A los cuántos ya no quiero que te metas en mi vida?
Uno entiende que la guerra la tiene más que perdida
¿Cuántas lágrimas se lloran pa' sacarte de mi mente?
¿Cuándo se supone que me va a caer el veinte?

...


 ",29.0,124,A LAS CUANTAS DECEPCIONES,0,0,0,0,0,1,0,1,
172,"LEANDRO RIOS, MORENITO DE FUEGO",0.0,Music,"Hasta el momento hemos formado un buen lazo
Una amistad con sus respectivas riendas
Pero antes de dar el siguiente paso
Tengo que decir algo, espero no te ofendas

No quiero que seamos novios
Mejor seamos amigos
Amigos con derecho que se besan en la boca
Que viven sin compromiso

No quiero que seamos novios
Mejor seamos amigos
Amigos con derecho, seremos un secreto
Yo el tuyo y tú el mío

No quiero que seamos novios, mejor seamos amigos
Obviamente con derecho, disculpa casi lo olvido
No hagas caso a tus amigas, no estoy jugando contigo
Pero para que juntar corazones, mejor juntemos ombligos

...


 ",19.0,125,AMIGOS CON DERECHO,0,0,0,1,0,0,0,1,
173,ALEJANDRO FERNANDEZ,0.0,,"Yo también sé jugar
Y me hubiera divertido
Es mejor que llorar
Y sentirme malherido

Si me dolió tu adiós
Para qué voy a negarlo
Pero, fue lo mejor
Viví un infierno a tu lado

Llorar, llorar por ti fue lo peor que pude hacer
Tal vez, mi error más grande fue lo mucho que te amé
Y, hoy, te pido disculpas si un día dije que jamás
Podría olvidarte, que siempre te iba amar

...


 ",24.0,126,TE OLVIDE,0,0,0,0,0,1,0,1,
174,BETO ZAPATA,0.0,,"Tengo canas en el pelo
Pero ganas en el alma
Y como el ave fénix
La ceniza del amor se me ha vuelto una llama

Los años en mi piel
Pueden ser un buen abrigo
Te cambio mi experiencia por el dulce de tus besos
Mis cuarenta y tus veintiuno

Tengo roto el corazón pero me queda la mitad
No creí enamorarme,
Mucho menos a mi edad
...


 ",13.0,127,40 Y 21,0,0,0,1,0,0,0,1,
175,"CHAYIN RUBIO, CRISTIAN JACOBO, NETO BERNAL, CHEYO CARRILLO",0.0,Latin / Regional Mexicano,"Hoy me pregunto, ¿Qué será de ti?
Te tuve cerca y ahora estás tan lejos
Pero prohibirme recordarlo nuestro
Es imposible, es imposible

No me perdono, sé que te perdí
Pero expiraron los remordimientos
Fui dictador en no dejarte ir
Debío haber sido mi primer decreto

(Cuatro años sin mirarte)
(Tres postales y un bolero)
Dos meses y ya me olvidaste
Ni siquiera me pensaste
Un 29 de febrero

(Andan diciendo por la calle)
(Que solo le eres fiel al viento)
El mismo que nunca hizo falta
Para levantar tu falda
Cada día de por medio

¿Cómo te atreves a volver? (Ohh oh)
A darle vida a lo que estaba muerto
La soledad me había tratado bien
Y no eres quien para exigir derecho

¿Cómo te atreves a volver? (Ohh oh)
Y a tus cenizas convertir en fuego
...


 ",18.0,128,¿COMO TE ATREVES?,0,0,0,0,0,1,0,1,
176,BETO ZAPATA,0.0,,"Yo no sé quién pierde cara
Aquí en está despedida
Mi camino es de subida
Pero el tuyo es hacia atrás

Sé de alguien que te habló
Y que te ofreció mil cosas
Te dijo cosas hermosas
Y unas rosas te mandó

Yo no te voy a detener
Ese fue un trato entre los dos
Si yo no te hacía feliz, dirías adiós
Si yo no te hacía feliz, dirías adiós

Pero te vas a arrepentir
...


 ",6.0,129,PERO TE VAS A ARREPENTIR,0,0,0,0,0,1,0,1,
177,LUPILLO RIVERA,0.0,,"Me queda claro que lo quieres
Pero piénsalo muy bien

De plano no te has dado cuentas
Que no es como tú crees
Que no es lo que tú ves

Tus besos no se los merece
Y no lo quieres entender
...


 ",19.0,130,CUANDO ERAS MIA,0,0,0,0,0,1,0,1,
178,"EDWIN LUNA Y LA TRAKALOSA DE MONTERREY, ADAN CONTERO",0.0,Music,"Entre mexicanos nos tiramos paro, oiga
Y entre todos
Jalamos
¿Apoco no?
Esto es Edwin Luna
¡Que Viva México!
Adán Contero

Siempre positivo
Yo así me la vivo
Con altas y bajas, con buenas y malas
Pero sigo en el camino

No me la complico
Yo sigo sonriendo
Vámonos derecho
Al toro siempre hay que agarrarlo por los cuernos

El que pega, paga y nadie se salva
Al final la que te cobra es la vida
Pone cuentas y muy caras
Justo así trabaja el karma

A la vida le aprendí
...


 ",21.0,131,A LA VIDA LE APRENDI,0,0,1,0,0,1,0,1,
179,DUELO,0.0,,"Si volviste a mi
Es para cederme tu tiempo completo
Eres bienvenida con la condición
De quedarte sin miedos

Si volviste a mi
Es porque perdonas que no soy perfecto
Es inaceptable que no reconozcas
Que yo soy tu dueño

Si volviste a mi
...


 ",21.0,132,SI VOLVISTE A MI,0,0,0,0,0,1,0,1,
180,LOS CALIZ,0.0,,"Sigo donde mismo
Y no me deja en paz la duda si eras para mí
Parece que no te hago falta y ahora eres más feliz
Se nota que hice lo correcto al dejarte ir

Ya sé que no está bien seguir pensando en ti
Y que me hace mal saber que te perdí
Que ya no hay vuelta de hoja, y lo que más me enoja
Es que haga lo que haga por volver
A ti ya no te importa

...


 ",14.0,133,ME PROMETI,0,0,0,0,0,0,0,0,esta buena para una borrachera de despecho
181,"LOS ANGELES AZULES, BELINDA",0.0,,"Uh, uh-uh-uh-uh-uh
Uh-uh-uh-uh-uh
Uh-uh-uh-uh-uh, uh, uh

Uh, uh-uh-uh-uh-uh
Uh-uh-uh-uh-uh
Uh-uh-uh-uh-uh, uh, uh

Te vi pasar con tu carita de ángel
Ojos de rubí, sonrisa bien brillante
Te seguí, lo sé, mi instinto me llevaba hacia ti

Llegué al bar, pedí un fuerte tequila
Para comenzar
Te vi con tus amigas, me acerqué
Con el pretexto de invitarte a bailar

La rola que sonaba incitaba a gozar
Cuerpo a cuerpo tú y yo, pegaditos los dos
Te dije, al oído: ""me gustas
Y quiero que vengas conmigo esta noche""

Y tomar, junto a ti, el café de las mañanas
Despertarte a besos, complaciéndote en mi cama
Y mirar tu cara, tu carita sonriente
Que sepa, la gente, que te quiero y que me quieres

...


 ",78.0,134,AMOR A PRIMERA VISTA,0,0,0,1,0,0,0,1,
182,DIEGO HERRERA,0.0,Music,"Tal vez antes de mi te hizo dudar
Tal vez no supo valorar
Lo que tú siempre das

Recuerda que la calma llega tras la tempestad
Y si alguien te falló
Déjame que sea yo
Quien te devuelva la felicidad

Yo no quiero conquistar a más de mil
Lo que quiero es conquistarte
...


 ",17.0,135,MIL VECES,0,0,0,0,0,0,0,0,
183,LOS PERDIDOS DE SINALOA,0.0,Latin / Regional Mexicano,"Sé como estás
Me he enterado que sufres y te arrepientes
Lo he notado todo irreal, no me sorprende
Ahora sigues el camino que mereces

Me dices que me quieres
Que ya no soportas más
Estar en esta amarga y triste soledad
No hay vuelta atrás
Tú así lo elegiste un día

Te vas, te marchas
...


 ",20.0,136,ESTAS PERDIDA,0,0,0,0,0,1,0,1,
184,PESADO,0.0,Latin / Regional Mexicano,"No basta con decirme lo lamento
Las heridas no se curan con decir lo siento
El daño simplemente ya está hecho
Y para ser sincero no ya no te quiero

Y no es que sea un capricho o sea mi orgullo
Simplemente te olvidé, ya no me siento tuyo
Te fuiste aún sabiendo cuanto te adoraba
Me abandonaste, me olvidaste, me diste la espalda

Y hoy crees que tan solo con decir que estás arrepentida
Voy a ser parte nuevamente de tu vida
Que equivocada estás
Ya no te amo más
...


 ",25.0,137,ESTOY MEJOR SIN TI,0,0,0,0,0,1,0,1,
185,BANDA EL RECODO,0.0,,"Hubiera preferido no besarte
Aquella noche que nos presentaron
Hubiera decidido no llamarte
Pero caí rendido a tus encantos
Hubiera sido inteligente
Para marcharme a tiempo
Y no pagar las consecuencias
Por quererte en serio

¿Por qué nomás jugaste a hacerme daño?
¿Por qué dejaste que me enamorara?
...


 ",26.0,138,HUBIERA SIDO COMO TU,0,0,0,0,0,0,0,0,
186,ALAN PINEDA,0.0,Music,"Estoy jugando con fuego
Pero me quiero quemar
Contigo vale la pena
Lo que pudiera pasar
Contigo voy a arriesgarme
Me gustas y que más da
Ya saboreo tu boca
Con la que voy a pecar
...


 ",6.0,139,HASTA QUE NOS AMANEZCA,0,0,0,1,0,0,0,1,
187,KIKIN Y LOS ASTROS,0.0,Latin,"Quisiera hablar de ti
Y que no salga agua salada de mis ojos
Que no tiemble mi voz cuando te nombre
Y no pensarte siempre que me encuentre solo

Quisiera hablar de ti
Que no se sienta estas cosas en mi pecho
Como cuchillos que me destrozan por dentro
Cuando recuerdo que en mis brazos no te tengo

Quisiera hablar de ti
Y decir que aún te beso cuando quiero
Que el amor entre tu y yo es tan perfecto
...


 ",14.0,140,QUISIERA HABLAR DE TI,0,0,0,0,0,0,0,0,
188,ALFREDO OLIVAS,0.0,Latin / Regional Mexicano,"Se llegó el momento
Ya ni escogí la madera
Hace mucho tiempo
Que estaba en lista de espera

Yo nunca me detuve
A organizar mi sepelio
¿Cuántos invitados?
¿Cuáles evangelios?

Y tan de repente
Se apagó la luz
Nuevo domicilio
Entre la tumba y la cruz

...


 ",21.0,141,EL DIA DE LOS MUERTOS,0,0,0,0,0,0,0,0,
189,CHIQUIS RIVERA,0.0,Latin / Regional Mexicano,"Hoy me desperté romántica
Con ganas de decirte lo que siento
Que no te saco de mi pensamiento
Aunque, muy pocas veces lo demuestro

Tal vez, nunca te digo que te quiero
Pero, hoy te lo demostraré con hechos

Hoy me desperté de buenas
Yo creo que porque ayer soñé contigo
Soñé que me cantabas al oído
Y, con tus brazos, me cubrías del frío

Si acaso, no me crees lo que te digo
Tú, dime, dónde y a qué horas te miro

Anímate y verás
Cómo no te arrepientes
Aquí descubrirás
...


 ",14.0,142,ANIMATE Y VERAS,0,0,0,0,0,0,0,0,
190,ESPINOZA PAZ,0.0,,"Te levantas con el espejo en la mano
Y cuando menos lo espero, entras al baño
Levi's ajustado, el pelo planchado
Uñas largas, maquillaje en todos lados

Para llamar la atención una Louis Vuitton
Labios rojos, pupilentes de color
Cachetes rosados, con lentes ahumados
Y empeorando cada vez la situación

¿De qué sirve que luzcas así?
Si jamás te preocupas por mí
...


 ",20.0,143,VANIDOSA,0,1,0,0,0,0,0,1,
191,LEANDRO RIOS,0.0,Latin,"Señorita
Usted me gusta y dígame cómo le hacemos
Sé que usted es de ciudad y yo de pueblo
Aunque a algunos no les parezca, yo voy a hacer el intento

Señorita
Aunque levante la ceja y suene extraño
Tengo ganas de llevarla de la mano
Yo la quiero conquistar, yo la quiero enamorar

Señorita
Tengo ganas de besarle esa boquita
Ya se me está poniendo coloradita
Yo sé que la idea le agrada, su mirada no me engaña

...


 ",15.0,144,SEÑORITA,0,0,0,1,1,0,0,1,
192,RAYMIX,0.0,,"Let's go

Llámame
Cuando tú quieras, llámame
Sabes que yo estaré pa' ti
Incondicional

Solo llámame
Entiendo que lo nuestro terminó
Pero quiero que sepas que tú y yo
Juramos protegernos los dos

No hay persona como tú en este mundo
Con quien me guste estar
En ti yo puedo confiar
Sabes que tú en mí, igual

Afortunado de que seas mi amiga
Afortunado de ir creciendo contigo
...


 ",32.0,145,LLAMAME,0,0,0,0,0,0,0,0,
193,LOS CARDENALES DE NUEVO LEON,,,,,146,PARTE DE MI HISTORIA,0,0,0,0,0,0,0,0,
194,"LOS ANGELES AZULES, JULIETA VENEGAS",,,,,147,ACARIÑAME,0,0,0,0,0,0,0,0,
195,"ALEJANDRO FERNANDEZ, MON LAFERTE",0.0,,"Desde que estoy a tu lado no sé concentrarme
Pierdo noción de las horas, no sé a dónde voy
Cuando me ven mis amigos, suelen preguntarme
Qué es lo que pasa conmigo, no saben quién soy

Ya les voy a contar
Que muero por verte, que grande es mi suerte
Que a estas alturas que tiene mi vida, llegué a conocerte

...


 ",23.0,148,QUE SE SEPA NUESTRO AMOR,0,0,0,0,0,0,0,0,
196,ELSA RIOS,,Latin / Regional Mexicano,,1.0,149,DIVINA HASTA LA MUERTE,0,0,0,0,0,1,0,1,
197,FIDEL RUEDA,0.0,Latin / Regional Mexicano,"No te preocupes
Lo superaré
La he librado antes
Y más herido

No te preocupes
Que yo intentaré
Seguir vivo

Nada cambiará
La vida sigue igual
El sol amaneció en el mismo lugar
Solo la tristeza se hospedó en mi cara
...


 ",23.0,150,TENGO GANAS,0,0,0,0,0,1,0,1,
198,DIEGO HERRERA,0.0,Music,"En todos los sentidos, tú me encantas
Me quedo corto cuando digo que te amo
Quiero caminar contigo
No me sueltes de tu mano
Que la vida es más hermosa, desde que estás a mi lado

Quiero que tus labios siempre besen a mi boca
Y que tus ojitos no me dejen de extrañar
Tantas cosas buenas me transmite tu persona
Que con solo verte tú me haces feliz de más
...


 ",17.0,151,EN TODOS LOS SENTIDOS,0,0,0,1,0,0,0,1,
199,"KIKIN Y LOS ASTROS FT EDWIN LUNA, LOS PICADIENTES DE CABORCA",,Latin,,14.0,152,LA ORILLITA DEL MAR,0,0,0,0,0,0,0,0,
200,ANA BARBARA,0.0,Latin / Regional Mexicano,"Pensaste hacer las cosas bien
Dis'que para yo no cacharte
Pero que soy bien lista, eso no lo maliciaste
Al diablo con tus cuentos, esta vez sí la c- regaste

Qué gacha la vieja que agarraste y que le decían La Nacha
Lo peor, es que te trata como a una cucaracha
Sabrás lo que se siente cuando venga mi revancha

Quiero decirte que toda tu desgracia, tú mismo la decidiste
A mí ya no me ruegues que conmigo no la hiciste

Yo ni loca
Me quedo con un tipo que ni ganas me provoca
Y más si lo caché poniéndome el cuerno con otra
...


 ",19.0,153,QUE POCA,0,0,0,0,0,1,0,1,
201,LUIS ANGEL EL FLACO,0.0,,"Desperté muy asustado y tembloroso
Tuve un sueño que hasta escalofríos me dio
Era un viejo canoso y arrugado
Un reflejo en el espejo era yo

También vi una señora muy delgada
Muy bonita que vestía muy elegante
Se acerco me sonrió y me dijo hola
Estoy aquí porque se llegó tu hora

No fue un sueño sino una pesadilla
...


 ",18.0,154,REFLEXION,0,0,0,0,0,0,0,0,
202,CARDENALES DE NL FT LOS CARNALES DE NL,,,,1.0,155,QUE NADIE SEPA,0,0,0,1,0,0,0,1,
203,CUARTO DE MILLA,0.0,,"No eres para mí
Te vengo a terminar
Me gusta lo buen hecho y como tú
Te portas conmigo, no va

Cuando estás de buenas
Hay besitos sin pijama
Luego no te entiendo
Si andas de mal genio, me volteas la cara

Muy bonita y todo
Pero a mí los besos me gustan de buen modo
...


 ",14.0,156,MUY BONITA Y TODO,0,0,0,1,0,1,0,1,
204,LOS CARNALES DE NUEVO LEON,0.0,Music,"Ya me cansé
De que me busques
Siempre que peleas con el
De ser tu eterno confidente
El que te vive al pendiente
De ser tu amigo fiel
Tan lejos de tu piel.
Ya me cansé
De que te acuerdes de que existo
Cuando no estás bien
Pues se que tu jamás has visto
Lo que hay en mi por eso insisto
Lo tienes que saber
Ya no voy a ceder.
...


 ",12.0,157,PLAN B,0,0,0,0,0,1,0,1,
